Genome Name,Cluster,Cluster7,Cluster14,Cluster56,Cluster365,Cluster1SNP,Cluster2SNP,Cluster3SNP,Cluster5SNP,Cluster10SNP,Cluster15SNP,Cluster20SNP,Cluster25SNP,Cluster50SNP
ERR6350840,SZ3,SZ30,SZ21,SZ3,SZ1,SZ43,SZ33,SZ26,SZ3,SZ3,SZ2,SZ2,SZ2,SZ1
ERR6350824,SZ19,SZ28,SZ22,SZ18,SZ1,SZ41,SZ31,SZ24,SZ22,SZ19,SZ1,SZ1,SZ1,SZ1
PID-0821-1589-ZN1330,SZ3,SZ42,SZ31,SZ3,SZ1,SZ57,SZ33,SZ26,SZ3,SZ3,SZ2,SZ2,SZ2,SZ1
PID-0821-1612-ZN1346,SZ3,SZ42,SZ31,SZ3,SZ1,SZ57,SZ33,SZ26,SZ3,SZ3,SZ2,SZ2,SZ2,SZ1
PID-0821-1613-ZN1347,SZ3,SZ42,SZ31,SZ3,SZ1,SZ71,SZ33,SZ26,SZ3,SZ3,SZ2,SZ2,SZ2,SZ1
ERR6351008,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350860,SZ20,SZ31,SZ23,SZ19,SZ15,SZ46,SZ34,SZ27,SZ23,SZ20,SZ17,SZ17,SZ17,SZ15
ERR6350888,SZ21,SZ32,SZ24,SZ20,SZ16,SZ50,SZ38,SZ31,SZ25,SZ21,SZ18,SZ18,SZ18,SZ16
ERR6350892,SZ22,SZ34,SZ26,SZ21,SZ17,SZ52,SZ40,SZ33,SZ26,SZ22,SZ1,SZ1,SZ1,SZ1
ERR6350901,SZ9,SZ13,SZ11,SZ9,SZ8,SZ15,SZ11,SZ10,SZ10,SZ9,SZ8,SZ8,SZ8,SZ7
ERR6350913,SZ23,SZ35,SZ27,SZ22,SZ18,SZ55,SZ43,SZ34,SZ27,SZ23,SZ19,SZ19,SZ19,SZ11
ERR6350922,SZ24,SZ36,SZ28,SZ23,SZ19,SZ56,SZ44,SZ35,SZ28,SZ24,SZ20,SZ20,SZ20,SZ17
ERR6350929,SZ3,SZ37,SZ29,SZ3,SZ1,SZ57,SZ33,SZ26,SZ3,SZ3,SZ2,SZ2,SZ2,SZ1
ERR6351002,SZ3,SZ38,SZ30,SZ3,SZ1,SZ57,SZ33,SZ26,SZ3,SZ3,SZ2,SZ2,SZ2,SZ1
PID-0821-1505-ZN1267,SZ3,SZ37,SZ29,SZ3,SZ1,SZ68,SZ54,SZ42,SZ3,SZ3,SZ2,SZ2,SZ2,SZ1
PID-0821-1544-ZN1294,SZ3,SZ40,SZ31,SZ3,SZ1,SZ57,SZ33,SZ26,SZ3,SZ3,SZ2,SZ2,SZ2,SZ1
PID-0821-1547-ZN1296,SZ3,SZ40,SZ31,SZ3,SZ1,SZ57,SZ33,SZ26,SZ3,SZ3,SZ2,SZ2,SZ2,SZ1
PID-0821-1548-ZN1297,SZ3,SZ40,SZ31,SZ3,SZ1,SZ57,SZ33,SZ26,SZ3,SZ3,SZ2,SZ2,SZ2,SZ1
PID-0821-1610-ZN1388,SZ3,SZ42,SZ31,SZ3,SZ1,SZ57,SZ33,SZ26,SZ3,SZ3,SZ2,SZ2,SZ2,SZ1
PID-0821-1614-ZN1348,SZ3,SZ42,SZ31,SZ3,SZ1,SZ57,SZ33,SZ26,SZ3,SZ3,SZ2,SZ2,SZ2,SZ1
PID-0821-1615-ZN1349,SZ3,SZ42,SZ31,SZ3,SZ1,SZ57,SZ33,SZ26,SZ3,SZ3,SZ2,SZ2,SZ2,SZ1
PID-0821-1622-ZN1486,SZ3,SZ42,SZ31,SZ3,SZ1,SZ57,SZ33,SZ26,SZ3,SZ3,SZ2,SZ2,SZ2,SZ1
PID-0821-1679-ZN1410,SZ3,SZ42,SZ31,SZ3,SZ1,SZ57,SZ33,SZ26,SZ3,SZ3,SZ2,SZ2,SZ2,SZ1
PID-0821-1698-ZN1424,SZ3,SZ42,SZ31,SZ3,SZ1,SZ57,SZ33,SZ26,SZ3,SZ3,SZ2,SZ2,SZ2,SZ1
PID-0821-1723-ZN1445,SZ3,SZ42,SZ31,SZ3,SZ1,SZ57,SZ33,SZ26,SZ3,SZ3,SZ2,SZ2,SZ2,SZ1
PID-0821-1586-ZN1327,SZ3,SZ42,SZ31,SZ3,SZ1,SZ69,SZ55,SZ43,SZ31,SZ3,SZ2,SZ2,SZ2,SZ1
PID-0821-1607-ZN1342,SZ25,SZ43,SZ32,SZ24,SZ20,SZ70,SZ56,SZ44,SZ32,SZ25,SZ21,SZ21,SZ21,SZ1
PID-0821-1692-ZN1420,SZ26,SZ44,SZ33,SZ25,SZ21,SZ72,SZ57,SZ45,SZ33,SZ26,SZ22,SZ22,SZ22,SZ1
PID-0821-1757-ZN1474,SZ12,SZ45,SZ34,SZ12,SZ11,SZ74,SZ59,SZ15,SZ15,SZ12,SZ10,SZ10,SZ10,SZ9
PID-0821-2759-ZN2378,SZ3,SZ49,SZ36,SZ3,SZ1,SZ4,SZ3,SZ3,SZ3,SZ3,SZ2,SZ2,SZ2,SZ1
PID-0821-3500-ZN3059,SZ29,SZ51,SZ38,SZ28,SZ24,SZ81,SZ63,SZ48,SZ36,SZ29,SZ25,SZ25,SZ25,SZ20
PID-0821-3617-ZN3162,SZ30,SZ52,SZ39,SZ29,SZ25,SZ82,SZ64,SZ49,SZ37,SZ30,SZ26,SZ26,SZ26,SZ21
PID-0821-3606-ZN3148,SZ30,SZ52,SZ39,SZ29,SZ25,SZ82,SZ64,SZ49,SZ37,SZ30,SZ26,SZ26,SZ26,SZ21
PID-0821-3660-ZN3205,SZ30,SZ52,SZ39,SZ29,SZ25,SZ85,SZ67,SZ49,SZ37,SZ30,SZ26,SZ26,SZ26,SZ21
PID-0821-3675-ZN3182,SZ30,SZ52,SZ39,SZ29,SZ25,SZ85,SZ67,SZ49,SZ37,SZ30,SZ26,SZ26,SZ26,SZ21
PID-0821-3681-ZN3225,SZ30,SZ52,SZ39,SZ29,SZ25,SZ85,SZ67,SZ49,SZ37,SZ30,SZ26,SZ26,SZ26,SZ21
PID-0821-3640-ZN3185,SZ30,SZ52,SZ39,SZ29,SZ25,SZ84,SZ66,SZ49,SZ37,SZ30,SZ26,SZ26,SZ26,SZ21
PID-0821-3740-ZN3283,SZ30,SZ52,SZ39,SZ29,SZ25,SZ86,SZ64,SZ49,SZ37,SZ30,SZ26,SZ26,SZ26,SZ21
PID-0821-433-ZN0445,SZ1,SZ1,SZ1,SZ1,SZ1,SZ88,SZ68,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1
ERR6350900,SZERR6350900,SZERR6350900,SZERR6350900,SZERR6350900,SZ8,SZERR6350900,SZERR6350900,SZERR6350900,SZERR6350900,SZERR6350900,SZERR6350900,SZERR6350900,SZERR6350900,SZERR6350900
HG06700900,WI7,WI7,WI7,WI7,WI6,WI8,WI8,WI8,WI7,WI7,WI7,WI7,WI7,WI7
HG06869375,WI9,WI9,WI9,WI9,WI8,WI10,WI10,WI10,WI9,WI9,WI9,WI9,WI9,WI9
HG06872466,WI9,WI9,WI9,WI9,WI8,WI11,WI10,WI10,WI9,WI9,WI9,WI9,WI9,WI9
HG06924805,WI10,WI10,WI10,WI10,WI9,WI12,WI11,WI11,WI10,WI10,WI10,WI10,WI10,WI10
HG07179260,WI11,WI11,WI11,WI11,WI9,WI13,WI12,WI12,WI11,WI11,WI11,WI11,WI11,WI11
HG07158982,WI12,WI12,WI12,WI12,WI10,WI14,WI13,WI13,WI12,WI12,WI12,WI12,WI12,WI11
HG07220184,WI12,WI14,WI14,WI12,WI10,WI14,WI13,WI13,WI12,WI12,WI12,WI12,WI12,WI11
HG07232940,WI12,WI14,WI14,WI12,WI10,WI16,WI15,WI15,WI14,WI12,WI12,WI12,WI12,WI11
HG07263699,WI13,WI16,WI16,WI13,WI11,WI18,WI17,WI17,WI13,WI13,WI13,WI13,WI13,WI12
HG07276892,WI13,WI16,WI16,WI13,WI11,WI18,WI17,WI17,WI13,WI13,WI13,WI13,WI13,WI12
HG07246814,WI14,WI15,WI15,WI14,WI12,WI17,WI16,WI16,WI15,WI14,WI14,WI14,WI14,WI13
HG07250997,WI14,WI15,WI15,WI14,WI12,WI17,WI16,WI16,WI15,WI14,WI14,WI14,WI14,WI13
HG07341101,WI13,WI21,WI21,WI13,WI11,WI18,WI17,WI17,WI13,WI13,WI13,WI13,WI13,WI12
HG07306460,WI15,WI17,WI17,WI15,WI13,WI19,WI18,WI18,WI16,WI15,WI15,WI15,WI15,WI14
HG07330139,WI16,WI18,WI18,WI16,WI8,WI20,WI19,WI19,WI17,WI16,WI16,WI16,WI16,WI15
HG07332549,WI16,WI18,WI18,WI16,WI8,WI22,WI21,WI21,WI17,WI16,WI16,WI16,WI16,WI15
HG07330188,WI17,WI19,WI19,WI17,WI14,WI21,WI20,WI20,WI18,WI17,WI17,WI17,WI17,WI16
HG07335713,WI18,WI20,WI20,WI18,WI15,WI23,WI22,WI22,WI19,WI18,WI18,WI18,WI18,WI17
HG07415837,WI20,WI23,WI23,WI20,WI16,WI25,WI24,WI24,WI21,WI20,WI20,WI20,WI20,WI16
HG07502428,WI20,WI26,WI26,WI20,WI16,WI25,WI24,WI24,WI21,WI20,WI20,WI20,WI20,WI16
HG07515032,WI20,WI26,WI26,WI20,WI16,WI25,WI24,WI24,WI21,WI20,WI20,WI20,WI20,WI16
HG07418777,WI21,WI24,WI24,WI21,WI17,WI26,WI25,WI25,WI22,WI21,WI21,WI21,WI21,WI19
HG07447392,WI21,WI24,WI24,WI21,WI17,WI27,WI25,WI25,WI22,WI21,WI21,WI21,WI21,WI19
HG07490109,WI22,WI25,WI25,WI13,WI11,WI28,WI26,WI26,WI23,WI22,WI22,WI22,WI22,WI20
HG07523412,WI20,WI26,WI26,WI20,WI16,WI25,WI24,WI24,WI21,WI20,WI20,WI20,WI20,WI16
HG07536697,WI20,WI26,WI26,WI20,WI16,WI25,WI24,WI24,WI21,WI20,WI20,WI20,WI20,WI16
HG07594328,WI20,WI32,WI31,WI20,WI16,WI25,WI24,WI24,WI21,WI20,WI20,WI20,WI20,WI16
HG07613809,WI20,WI32,WI31,WI20,WI16,WI25,WI24,WI24,WI21,WI20,WI20,WI20,WI20,WI16
HG07622927,WI20,WI32,WI31,WI20,WI16,WI25,WI24,WI24,WI21,WI20,WI20,WI20,WI20,WI16
HG07623632,WI20,WI32,WI31,WI20,WI16,WI25,WI24,WI24,WI21,WI20,WI20,WI20,WI20,WI16
HG07635323,WI20,WI32,WI31,WI20,WI16,WI25,WI24,WI24,WI21,WI20,WI20,WI20,WI20,WI16
HG07573284,WI25,WI30,WI29,WI23,WI18,WI31,WI29,WI29,WI26,WI25,WI25,WI25,WI25,WI20
HG07589966,WI25,WI30,WI29,WI23,WI18,WI31,WI29,WI29,WI26,WI25,WI25,WI25,WI25,WI20
HG07623670,WI27,WI33,WI32,WI25,WI19,WI33,WI31,WI31,WI28,WI27,WI27,WI27,WI27,WI23
HG07640120,WI28,WI34,WI33,WI26,WI20,WI34,WI32,WI32,WI29,WI28,WI28,WI28,WI28,WI24
HG07644129,WI29,WI35,WI34,WI27,WI9,WI35,WI33,WI33,WI30,WI29,WI29,WI29,WI29,WI25
HG07682652,WI30,WI36,WI35,WI28,WI21,WI36,WI34,WI34,WI31,WI30,WI30,WI30,WI30,WI25
HG07711602,WI31,WI38,WI36,WI29,WI22,WI37,WI35,WI35,WI32,WI31,WI31,WI29,WI29,WI25
HG07721141,WI32,WI39,WI37,WI30,WI23,WI38,WI36,WI36,WI33,WI32,WI32,WI31,WI31,WI26
HG07814008,WI34,WI42,WI40,WI31,WI24,WI41,WI39,WI38,WI35,WI34,WI34,WI33,WI33,WI28
HG07817841,WI35,WI43,WI41,WI32,WI25,WI42,WI40,WI39,WI36,WI35,WI35,WI34,WI34,WI29
HG07822648,WI36,WI44,WI42,WI33,WI26,WI43,WI41,WI40,WI37,WI36,WI36,WI35,WI35,WI30
HG0792698,WI39,WI48,WI45,WI35,WI27,WI47,WI45,WI44,WI41,WI39,WI39,WI38,WI38,WI33
HG08045544,WI37,WI50,WI47,WI18,WI15,WI51,WI49,WI48,WI39,WI37,WI37,WI36,WI36,WI31
HG08025702,WI40,WI51,WI48,WI36,WI28,WI48,WI46,WI45,WI42,WI40,WI40,WI39,WI39,WI34
HG08036938,WI41,WI52,WI49,WI37,WI29,WI49,WI47,WI46,WI43,WI41,WI41,WI40,WI40,WI35
HG08040993,WI42,WI53,WI50,WI38,WI30,WI50,WI48,WI47,WI44,WI42,WI42,WI41,WI41,WI36
HG08135560,WI43,WI54,WI51,WI39,WI16,WI52,WI50,WI49,WI45,WI43,WI43,WI42,WI42,WI37
HG08135581,WI43,WI54,WI51,WI39,WI16,WI53,WI50,WI49,WI45,WI43,WI43,WI42,WI42,WI37
HG08423951,WI45,WI56,WI53,WI41,WI31,WI56,WI52,WI51,WI47,WI45,WI45,WI44,WI44,WI39
101_JP1079CA_S28_scaffolds_final,NEO1,NEO1,NEO1,NEO1,NEO1,NEO1,NEO1,NEO1,NEO1,NEO1,NEO1,NEO1,NEO1,NEO1
116_JP1089DS_final_scaffolds,NEO1,NEO8,NEO7,NEO1,NEO1,NEO1,NEO1,NEO1,NEO1,NEO1,NEO1,NEO1,NEO1,NEO1
167_JP1066TU_final_scaffolds,NEO1,NEO21,NEO1,NEO1,NEO1,NEO1,NEO1,NEO1,NEO1,NEO1,NEO1,NEO1,NEO1,NEO1
102_JP1046CA_final_scaffolds,NEO2,NEO2,NEO2,NEO2,NEO2,NEO2,NEO2,NEO2,NEO2,NEO2,NEO2,NEO2,NEO2,NEO2
109_JP1037WD_final_scaffolds,NEO2,NEO6,NEO5,NEO2,NEO2,NEO2,NEO2,NEO2,NEO2,NEO2,NEO2,NEO2,NEO2,NEO2
165_JP1040SA_final_scaffolds,NEO2,NEO6,NEO5,NEO2,NEO2,NEO2,NEO2,NEO2,NEO2,NEO2,NEO2,NEO2,NEO2,NEO2
171_JP1035CP_final_scaffolds,NEO2,NEO6,NEO5,NEO2,NEO2,NEO2,NEO2,NEO2,NEO2,NEO2,NEO2,NEO2,NEO2,NEO2
184_JP1036JC_final_scaffolds,NEO2,NEO6,NEO5,NEO2,NEO2,NEO2,NEO2,NEO2,NEO2,NEO2,NEO2,NEO2,NEO2,NEO2
222_JP1065JD_final_scaffolds,NEO2,NEO41,NEO2,NEO2,NEO2,NEO2,NEO2,NEO2,NEO2,NEO2,NEO2,NEO2,NEO2,NEO2
223_JP1068UY_final_scaffolds,NEO2,NEO5,NEO2,NEO2,NEO2,NEO2,NEO2,NEO2,NEO2,NEO2,NEO2,NEO2,NEO2,NEO2
224_JP1069KS_final_scaffolds,NEO2,NEO5,NEO2,NEO2,NEO2,NEO2,NEO2,NEO2,NEO2,NEO2,NEO2,NEO2,NEO2,NEO2
104_JP1028MY_S30_scaffolds_final,NEO3,NEO3,NEO3,NEO3,NEO3,NEO3,NEO3,NEO3,NEO3,NEO3,NEO3,NEO3,NEO3,NEO3
105_JP1062BM_00_final_scaffolds,NEO4,NEO4,NEO4,NEO4,NEO2,NEO4,NEO4,NEO4,NEO4,NEO4,NEO4,NEO4,NEO4,NEO4
170_JP2001DA_final_scaffolds,NEO4,NEO22,NEO20,NEO4,NEO2,NEO4,NEO4,NEO4,NEO4,NEO4,NEO4,NEO4,NEO4,NEO4
217_JP1020SH_00_final_scaffolds,NEO2,NEO38,NEO5,NEO2,NEO2,NEO28,NEO2,NEO2,NEO2,NEO2,NEO2,NEO2,NEO2,NEO2
114_JP1054YK_final_scaffolds,NEO5,NEO7,NEO6,NEO5,NEO4,NEO5,NEO5,NEO5,NEO5,NEO5,NEO5,NEO5,NEO5,NEO5
117_JP1125QL_final_scaffolds,NEO6,NEO9,NEO8,NEO6,NEO5,NEO6,NEO6,NEO6,NEO6,NEO6,NEO6,NEO6,NEO6,NEO6
124_JP2008HT_final_scaffolds,NEO8,NEO11,NEO10,NEO8,NEO7,NEO8,NEO8,NEO8,NEO8,NEO8,NEO8,NEO8,NEO8,NEO8
126_JP1174JW_final_scaffolds,NEO9,NEO12,NEO11,NEO9,NEO5,NEO9,NEO9,NEO9,NEO9,NEO9,NEO9,NEO9,NEO9,NEO9
129_JP1076UH_final_scaffolds,NEO10,NEO13,NEO12,NEO10,NEO8,NEO10,NEO10,NEO10,NEO10,NEO10,NEO10,NEO10,NEO10,NEO10
19_KM1037DK_final_scaffolds,NEO11,NEO32,NEO13,NEO11,NEO9,NEO11,NEO11,NEO11,NEO11,NEO11,NEO11,NEO11,NEO11,NEO11
130_JP1090SD_final_scaffolds,NEO12,NEO15,NEO14,NEO12,NEO10,NEO12,NEO12,NEO12,NEO12,NEO12,NEO12,NEO12,NEO12,NEO12
139_JP1170KT_final_scaffolds,NEO13,NEO16,NEO15,NEO13,NEO11,NEO13,NEO13,NEO13,NEO13,NEO13,NEO13,NEO13,NEO13,NEO13
147_JP1085XQ_final_scaffolds,NEO14,NEO17,NEO16,NEO2,NEO2,NEO14,NEO14,NEO14,NEO14,NEO14,NEO14,NEO14,NEO14,NEO14
186_JP1101TY_final_scaffolds,NEO14,NEO25,NEO16,NEO2,NEO2,NEO14,NEO14,NEO14,NEO14,NEO14,NEO14,NEO14,NEO14,NEO14
161_JP1172HJ_final_scaffolds,NEO15,NEO19,NEO18,NEO14,NEO3,NEO15,NEO15,NEO15,NEO15,NEO15,NEO15,NEO15,NEO15,NEO15
166_JP1074AK_final_scaffolds,NEO16,NEO20,NEO19,NEO15,NEO12,NEO16,NEO16,NEO16,NEO16,NEO16,NEO16,NEO16,NEO16,NEO16
172_JP1168NQ_final_scaffolds,NEO17,NEO23,NEO21,NEO16,NEO13,NEO17,NEO17,NEO17,NEO17,NEO17,NEO17,NEO17,NEO17,NEO17
17_KM1034LK_final_scaffolds,NEO18,NEO24,NEO22,NEO17,NEO14,NEO18,NEO18,NEO18,NEO18,NEO18,NEO18,NEO18,NEO18,NEO18
18_KM1035TF_final_scaffolds,NEO18,NEO24,NEO22,NEO17,NEO14,NEO18,NEO18,NEO18,NEO18,NEO18,NEO18,NEO18,NEO18,NEO18
23_KM1044DC_3_scaffolds_final,NEO18,NEO45,NEO39,NEO17,NEO14,NEO33,NEO32,NEO32,NEO32,NEO18,NEO18,NEO18,NEO18,NEO18
187_JP1157WH_final_scaffolds,NEO19,NEO26,NEO23,NEO18,NEO15,NEO19,NEO19,NEO19,NEO19,NEO19,NEO19,NEO19,NEO19,NEO19
1_KM2001AY_final_scaffolds,NEO24,NEO33,NEO29,NEO23,NEO19,NEO24,NEO24,NEO24,NEO24,NEO24,NEO24,NEO24,NEO24,NEO24
215_JP1016XT_S148_scaffolds_final,NEO27,NEO37,NEO33,NEO5,NEO4,NEO27,NEO27,NEO27,NEO27,NEO27,NEO27,NEO27,NEO27,NEO27
218_JP1030DY_S41_scaffolds_final,NEO27,NEO39,NEO34,NEO5,NEO4,NEO27,NEO27,NEO27,NEO27,NEO27,NEO27,NEO27,NEO27,NEO27
219_JP1081SU_final_scaffolds,NEO28,NEO40,NEO35,NEO26,NEO22,NEO29,NEO28,NEO28,NEO28,NEO28,NEO28,NEO28,NEO28,NEO28
230_JP1189KJ_S44_scaffolds_final,NEO30,NEO43,NEO37,NEO28,NEO2,NEO31,NEO30,NEO30,NEO30,NEO30,NEO30,NEO30,NEO30,NEO30
236_JP1191LJ_final_scaffolds,NEO31,NEO44,NEO38,NEO29,NEO24,NEO32,NEO31,NEO31,NEO31,NEO31,NEO31,NEO31,NEO31,NEO31
28_KM1049SW_final_scaffolds,NEO32,NEO46,NEO40,NEO30,NEO25,NEO34,NEO33,NEO33,NEO33,NEO32,NEO32,NEO32,NEO32,NEO32
34_KM2012XK_final_scaffolds,NEO33,NEO47,NEO41,NEO31,NEO26,NEO35,NEO34,NEO34,NEO34,NEO33,NEO33,NEO33,NEO33,NEO33
35_KM1070KB_final_scaffolds,NEO34,NEO48,NEO42,NEO32,NEO27,NEO36,NEO35,NEO35,NEO35,NEO34,NEO34,NEO34,NEO34,NEO34
3_KM2002KS_final_scaffolds,NEO35,NEO49,NEO43,NEO33,NEO28,NEO37,NEO36,NEO36,NEO36,NEO35,NEO35,NEO35,NEO35,NEO35
4_KM2004AA_final_scaffolds,NEO36,NEO50,NEO44,NEO34,NEO29,NEO38,NEO37,NEO37,NEO37,NEO36,NEO36,NEO36,NEO36,NEO36
5_KM2005SJ_final_scaffolds,NEO36,NEO50,NEO44,NEO34,NEO29,NEO38,NEO37,NEO37,NEO37,NEO36,NEO36,NEO36,NEO36,NEO36
43_KM2015JM_final_scaffolds,NEO37,NEO51,NEO45,NEO35,NEO30,NEO39,NEO38,NEO38,NEO38,NEO37,NEO37,NEO37,NEO37,NEO37
54_KM1111NY_final_scaffolds,NEO38,NEO52,NEO46,NEO36,NEO31,NEO40,NEO39,NEO39,NEO39,NEO38,NEO38,NEO38,NEO38,NEO38
58_KM1123MT_final_scaffolds,NEO40,NEO54,NEO48,NEO38,NEO32,NEO42,NEO41,NEO41,NEO41,NEO40,NEO40,NEO40,NEO40,NEO40
61_KM1132SM_final_scaffolds,NEO41,NEO55,NEO49,NEO39,NEO33,NEO43,NEO42,NEO42,NEO42,NEO41,NEO41,NEO41,NEO41,NEO41
62_KM2024WY_final_scaffolds,NEO42,NEO56,NEO50,NEO40,NEO34,NEO44,NEO43,NEO43,NEO43,NEO42,NEO42,NEO42,NEO42,NEO42
65_KM1149UN_final_scaffolds,NEO43,NEO57,NEO51,NEO41,NEO31,NEO45,NEO44,NEO44,NEO44,NEO43,NEO43,NEO43,NEO43,NEO43
69_KM2026LQ_final_scaffolds,NEO44,NEO58,NEO52,NEO42,NEO14,NEO46,NEO45,NEO45,NEO45,NEO44,NEO44,NEO44,NEO44,NEO44
75_KM1179FF_final_scaffolds,NEO45,NEO59,NEO53,NEO43,NEO35,NEO47,NEO46,NEO46,NEO46,NEO45,NEO45,NEO45,NEO45,NEO45
79_KM1190YC_S23_scaffolds_final,NEO45,NEO60,NEO54,NEO43,NEO35,NEO47,NEO46,NEO46,NEO46,NEO45,NEO45,NEO45,NEO45,NEO45
8_KM1016KF_2_scaffolds_final,NEO46,NEO61,NEO55,NEO44,NEO36,NEO48,NEO47,NEO47,NEO47,NEO46,NEO46,NEO46,NEO46,NEO46
99_JP1120CS_S27_scaffolds_final,NEO48,NEO63,NEO57,NEO46,NEO38,NEO50,NEO49,NEO49,NEO49,NEO48,NEO48,NEO48,NEO48,NEO48
K103131,Kilifi1,Kilifi1,Kilifi1,Kilifi1,Kilifi1,Kilifi1,Kilifi1,Kilifi1,Kilifi1,Kilifi1,Kilifi1,Kilifi1,Kilifi1,Kilifi1
K103132,Kilifi1,Kilifi1,Kilifi1,Kilifi1,Kilifi1,Kilifi1,Kilifi1,Kilifi1,Kilifi1,Kilifi1,Kilifi1,Kilifi1,Kilifi1,Kilifi1
K103716,Kilifi2,Kilifi2,Kilifi2,Kilifi2,Kilifi2,Kilifi2,Kilifi2,Kilifi2,Kilifi2,Kilifi2,Kilifi2,Kilifi2,Kilifi2,Kilifi2
K104170,Kilifi3,Kilifi3,Kilifi3,Kilifi3,Kilifi3,Kilifi3,Kilifi3,Kilifi3,Kilifi3,Kilifi3,Kilifi3,Kilifi3,Kilifi3,Kilifi3
K104646,Kilifi4,Kilifi4,Kilifi4,Kilifi4,Kilifi4,Kilifi4,Kilifi4,Kilifi4,Kilifi4,Kilifi4,Kilifi4,Kilifi4,Kilifi4,Kilifi4
K105046,Kilifi5,Kilifi5,Kilifi5,Kilifi5,Kilifi5,Kilifi5,Kilifi5,Kilifi5,Kilifi5,Kilifi5,Kilifi5,Kilifi5,Kilifi5,Kilifi5
K106175,Kilifi7,Kilifi7,Kilifi7,Kilifi5,Kilifi5,Kilifi7,Kilifi7,Kilifi7,Kilifi7,Kilifi7,Kilifi7,Kilifi7,Kilifi7,Kilifi7
K106180,Kilifi8,Kilifi8,Kilifi8,Kilifi7,Kilifi7,Kilifi8,Kilifi8,Kilifi8,Kilifi8,Kilifi8,Kilifi8,Kilifi8,Kilifi8,Kilifi8
K106221,Kilifi8,Kilifi8,Kilifi8,Kilifi7,Kilifi7,Kilifi8,Kilifi8,Kilifi8,Kilifi8,Kilifi8,Kilifi8,Kilifi8,Kilifi8,Kilifi8
K106847,Kilifi9,Kilifi10,Kilifi9,Kilifi8,Kilifi8,Kilifi10,Kilifi10,Kilifi9,Kilifi9,Kilifi9,Kilifi9,Kilifi9,Kilifi9,Kilifi9
K106859,Kilifi10,Kilifi11,Kilifi10,Kilifi9,Kilifi9,Kilifi11,Kilifi11,Kilifi10,Kilifi10,Kilifi10,Kilifi10,Kilifi10,Kilifi10,Kilifi10
K107400,Kilifi11,Kilifi12,Kilifi11,Kilifi10,Kilifi10,Kilifi12,Kilifi12,Kilifi11,Kilifi11,Kilifi11,Kilifi11,Kilifi11,Kilifi11,Kilifi11
K107702,Kilifi12,Kilifi13,Kilifi12,Kilifi11,Kilifi11,Kilifi13,Kilifi13,Kilifi12,Kilifi12,Kilifi12,Kilifi12,Kilifi12,Kilifi12,Kilifi12
K107830,Kilifi13,Kilifi14,Kilifi13,Kilifi12,Kilifi12,Kilifi14,Kilifi14,Kilifi13,Kilifi13,Kilifi13,Kilifi13,Kilifi13,Kilifi13,Kilifi13
K108059,Kilifi14,Kilifi15,Kilifi14,Kilifi13,Kilifi13,Kilifi15,Kilifi15,Kilifi14,Kilifi14,Kilifi14,Kilifi14,Kilifi14,Kilifi14,Kilifi14
K108242,Kilifi15,Kilifi16,Kilifi15,Kilifi12,Kilifi12,Kilifi16,Kilifi16,Kilifi15,Kilifi15,Kilifi15,Kilifi15,Kilifi15,Kilifi15,Kilifi15
K108243,Kilifi15,Kilifi16,Kilifi15,Kilifi12,Kilifi12,Kilifi16,Kilifi16,Kilifi15,Kilifi15,Kilifi15,Kilifi15,Kilifi15,Kilifi15,Kilifi15
K108297,Kilifi15,Kilifi16,Kilifi15,Kilifi12,Kilifi12,Kilifi16,Kilifi16,Kilifi15,Kilifi15,Kilifi15,Kilifi15,Kilifi15,Kilifi15,Kilifi15
K108372,Kilifi15,Kilifi16,Kilifi15,Kilifi12,Kilifi12,Kilifi16,Kilifi16,Kilifi15,Kilifi15,Kilifi15,Kilifi15,Kilifi15,Kilifi15,Kilifi15
K108386,Kilifi15,Kilifi17,Kilifi15,Kilifi12,Kilifi12,Kilifi16,Kilifi16,Kilifi15,Kilifi15,Kilifi15,Kilifi15,Kilifi15,Kilifi15,Kilifi15
K108396,Kilifi15,Kilifi17,Kilifi15,Kilifi12,Kilifi12,Kilifi16,Kilifi16,Kilifi15,Kilifi15,Kilifi15,Kilifi15,Kilifi15,Kilifi15,Kilifi15
K108403,Kilifi15,Kilifi17,Kilifi15,Kilifi12,Kilifi12,Kilifi16,Kilifi16,Kilifi15,Kilifi15,Kilifi15,Kilifi15,Kilifi15,Kilifi15,Kilifi15
K108404,Kilifi15,Kilifi17,Kilifi15,Kilifi12,Kilifi12,Kilifi16,Kilifi16,Kilifi15,Kilifi15,Kilifi15,Kilifi15,Kilifi15,Kilifi15,Kilifi15
K108410,Kilifi16,Kilifi18,Kilifi16,Kilifi14,Kilifi14,Kilifi17,Kilifi17,Kilifi16,Kilifi16,Kilifi16,Kilifi16,Kilifi16,Kilifi16,Kilifi16
K108550,Kilifi17,Kilifi19,Kilifi17,Kilifi15,Kilifi15,Kilifi18,Kilifi18,Kilifi17,Kilifi17,Kilifi17,Kilifi17,Kilifi17,Kilifi17,Kilifi17
